,Year ,Month ,New,Used,Total Sales New,Total Sales Used,Avg_Used,Avg_New,Avg_Used_Previous,Avg_New_Previous,Change_Car_Sales_Used,Change_Car_Sales_New,Ratio_Used_New,Ratio_Used_New_prev,Ratio_Used_New_Change,Ratio_Used_New_Sales,Ratio_Used_New_Sales_Prev,Ratio_Used_New_Sales_Change
1,2002,FEB,27520,50982,664454223,361353242,7087.859283668746,24144.412172965116,7740.940352915256,24272.353243747188,-0.09214080628706683,-0.005298992987094931,1.8525436046511627,1.6050601170192247,0.13359118080167384,0.2935610621991094,0.3189200600032221,0.08638406474668237
2,2002,MAR,34225,58794,805666244,419385387,7133.1324114705585,23540.284704163623,7087.859283668746,24144.412172965116,0.006346878929235982,-0.025663558295649643,1.7178670562454346,1.8525436046511627,-0.07839753834040969,0.30301810284430863,0.2935610621991094,-0.031209490642406613
3,2002,APR,36452,59817,846368297,433061150,7239.767123058662,23218.706710194227,7133.1324114705585,23540.284704163623,0.014729025088178862,-0.013849952884249452,1.6409799187973224,1.7178670562454346,-0.0468544048390689,0.3118075099281919,0.30301810284430863,-0.02818856763875709
4,2002,MAY,37359,60577,855005784,442569410,7305.898443303564,22886.20637597366,7239.767123058662,23218.706710194227,0.009051771080327085,-0.014528416320217754,1.6214834444176771,1.6409799187973224,-0.012023850411033377,0.31922715033162613,0.3118075099281919,-0.023242510531220204
5,2002,JUN,36348,55415,830251613,414731166,7484.095750248128,22841.741306261694,7305.898443303564,22886.20637597366,0.023810131897184235,-0.0019466584931410488,1.5245680642676351,1.6214834444176771,-0.06356907403579763,0.3276499654689848,0.31922715033162613,-0.0257067481307455
6,2002,JUL,30367,55235,700530891,384673023,6964.298415859509,23068.821121612276,7484.095750248128,22841.741306261694,-0.07463742983857581,0.00984358126292981,1.8189152698653144,1.5245680642676351,0.1618256828529868,0.301892254447928,0.3276499654689848,0.08532087405872685
7,2002,AUG,38965,60310,934484212,455453720,7551.877300613497,23982.656537918643,6964.298415859509,23068.821121612276,0.07780567153895024,0.03810401132424652,1.5477993070704479,1.8189152698653144,-0.1751622200348528,0.31488910699585465,0.301892254447928,-0.041274379644062276
8,2002,SEP,39740,55485,950502055,432112270,7787.911507614671,23918.018495218923,7551.877300613497,23982.656537918643,0.030307766950149626,-0.0027024831807300853,1.396200301962758,1.5477993070704479,-0.10857969654824898,0.3256085577980229,0.31488910699585465,-0.03292128092289756
9,2002,OCT,35276,58020,865326154,456738532,7872.0877628404,24530.166515477944,7787.911507614671,23918.018495218923,0.010693002639411163,0.024954906843896486,1.6447443020750652,1.396200301962758,0.15111406666600735,0.3209145668812848,0.3256085577980229,0.014626917569854498
10,2002,NOV,27812,49066,691740703,379196575,7728.296070598785,24872.022975693944,7872.0877628404,24530.166515477944,-0.018605872617723535,0.013744618222252283,1.7642025025168993,1.6447443020750652,0.06771229508597174,0.31072245623732425,0.3209145668812848,0.03280133263421417
11,2002,DEC,26994,42461,673208880,374453368,8818.759991521632,24939.204267615027,7728.296070598785,24872.022975693944,0.12365274958964986,0.002693802544787733,1.5729791805586426,1.7642025025168993,-0.12156761152448553,0.35361031959521233,0.31072245623732425,-0.12128566668241758
12,2003,JAN,34707,49481,860730784,392438833,7931.101493502557,24799.918863629817,8818.759991521632,24939.204267615027,-0.1119212128033259,-0.00561636530954455,1.4256778171550408,1.5729791805586426,-0.1033202324053436,0.3198035258548313,0.35361031959521233,0.10571113514153994
13,2003,FEB,24585,41048,615749948,323297077,7876.073791658546,25045.75749440716,7931.101493502557,24799.918863629817,-0.006986692011734353,0.009815579777622636,1.6696359568842791,1.4256778171550408,0.14611456989971067,0.31446738208725816,0.3198035258548313,0.016968830700833902
14,2003,MAR,32705,56513,791728069,413899574,7323.971015518553,24208.16599908271,7876.073791658546,25045.75749440716,-0.07538298212406329,-0.03459954361500115,1.7279620853080568,1.6696359568842791,0.03375428715693115,0.30254134145461786,0.31446738208725816,0.03941954040165199
15,2003,APR,37682,61856,909778220,458127973,7406.362729565442,24143.5757125418,7323.971015518553,24208.16599908271,0.01112445029433814,-0.0026752576880051397,1.6415264582559312,1.7279620853080568,-0.05265564049693153,0.30676329048137135,0.30254134145461786,-0.013762888708516689
16,2003,MAY,38472,61742,917339608,469734647,7608.024472806193,23844.34414639218,7406.362729565442,24143.5757125418,0.026506453017016762,-0.012549372895831717,1.6048554793096277,1.6415264582559312,-0.022850019468468635,0.3190704020247645,0.30676329048137135,-0.03857177433348373
17,2003,JUN,38573,59904,941898387,455117890,7597.454093215812,24418.59297954528,7608.024472806193,23844.34414639218,-0.001391305490061568,0.023516868217350995,1.5530033961579344,1.6048554793096277,-0.033388261274877575,0.31113398300958495,0.3190704020247645,0.025508042992960556
18,2003,JUL,41088,62811,990041754,489374362,7791.2206779067365,24095.642377336448,7597.454093215812,24418.59297954528,0.024869862207905536,-0.013402863353939391,1.5286945093457944,1.5530033961579344,-0.015901729654633837,0.32334563054583254,0.31113398300958495,-0.03776654571033907
19,2003,AUG,39556,60829,985375378,460316726,7567.389337322658,24910.895388815858,7791.2206779067365,24095.642377336448,-0.029578409489271717,0.03272676468487884,1.537794519162706,1.5286945093457944,0.0059175720185726515,0.30377829536870676,0.32334563054583254,0.06441321014516917
20,2003,SEP,40464,58279,1012404987,446119525,7654.8932720190805,25019.89390569395,7567.389337322658,24910.895388815858,0.011431111001413334,0.004356473983819963,1.4402678924476078,1.537794519162706,-0.06771422679523904,0.30595226745853643,0.30377829536870676,-0.0071055923457873735
21,2003,OCT,38597,62417,980365678,470520906,7538.345418716055,25400.048656631345,7654.8932720190805,25019.89390569395,-0.015460667670343518,0.014966693807420977,1.6171464103427728,1.4402678924476078,0.10937693505294528,0.29678468418004283,0.30595226745853643,0.030889677827620414
22,2003,NOV,30155,50655,779674957,385164663,7603.684986674563,25855.57807992041,7538.345418716055,25400.048656631345,0.00859314504388539,0.0176182262056184,1.6798209252196983,1.6171464103427728,0.03731023583286322,0.294082962027433,0.29678468418004283,0.009186938726350987
23,2003,DEC,31668,49823,838060569,401959321,8067.746241695602,26463.956328154603,7603.684986674563,25855.57807992041,0.05752055668566826,0.022988937885562777,1.5732916508778578,1.6798209252196983,-0.06771107841473624,0.3048579033933958,0.294082962027433,-0.03534414311069561
24,2004,JAN,33361,46427,891062280,367825717,7922.668210308657,26709.699349539882,8067.746241695602,26463.956328154603,-0.018311764109744715,0.00920051619336224,1.391654926411079,1.5732916508778578,-0.1305185078712002,0.2966213923499344,0.3048579033933958,0.027767758010334296
25,2004,FEB,27780,50842,721703209,377496734,7424.899374532866,25979.2371850252,7922.668210308657,26709.699349539882,-0.06704048239133309,-0.028117152143933323,1.8301655867530597,1.391654926411079,0.23960163141300947,0.28580128514368713,0.2966213923499344,0.03785884727847685
26,2004,MAR,39340,68766,975737236,502144505,7302.2206468312825,24802.67503812913,7424.899374532866,25979.2371850252,-0.01680019457571702,-0.047436905297002806,1.74799186578546,1.8301655867530597,-0.047010356613229956,0.2944126242675673,0.28580128514368713,-0.02924921832174576
27,2004,APR,37478,64059,919596999,472014215,7368.429338578498,24536.981669245957,7302.2206468312825,24802.67503812913,0.00898545520421426,-0.010828282486602156,1.70924275575004,1.74799186578546,-0.022670337437479073,0.30029892991336843,0.2944126242675673,-0.019601487249718882
28,2004,MAY,37819,58589,916954404,431929913,7372.201488333988,24245.865940400327,7368.429338578498,24536.981669245957,0.0005116720916349737,-0.012006819206261107,1.5491948491498981,1.70924275575004,-0.10331037873509988,0.30406014396251607,0.30029892991336843,-0.012369967336499445
29,2004,JUN,42758,65073,1038212129,486125865,7470.469549582776,24281.120000935498,7372.201488333988,24245.865940400327,0.013154201432261597,0.0014519124543601442,1.521890640348005,1.5491948491498981,-0.01794097951456588,0.3076657728018706,0.30406014396251607,-0.011719304381889893
30,2004,JUL,38329,60994,958264422,474975823,7787.254861133882,25001.028516267055,7470.469549582776,24281.120000935498,0.04067997223670922,0.028795155961809527,1.5913277153069478,1.521890640348005,0.043634679576701293,0.3114773800632667,0.3076657728018706,-0.012237188012246396
31,2004,AUG,37175,61106,950681015,470372767,7697.652718227343,25573.12750504371,7787.254861133882,25001.028516267055,-0.01164019035236142,0.022371099845485153,1.6437390719569602,1.5913277153069478,0.031885447966880684,0.3010055268644462,0.3114773800632667,0.03478957116802825
32,2004,SEP,38712,60238,1004251102,478484210,7943.228692851689,25941.59697251498,7697.652718227343,25573.12750504371,0.030916392328644106,0.014203808187354925,1.5560549700351312,1.6437390719569602,-0.0563502598625095,0.306196596195196,0.3010055268644462,-0.01695338679545796
33,2004,OCT,34839,57046,913403542,452470718,7931.68176559268,26217.846149430236,7943.228692851689,25941.59697251498,-0.001455798101872804,0.01053668464376347,1.6374178363328453,1.5560549700351312,0.04968973984058591,0.30252987680168575,0.306196596195196,0.012120189358731902
34,2004,NOV,29859,54654,821585825,439882689,8048.499451092326,27515.51709702267,7931.68176559268,26217.846149430236,0.01451421922924926,0.04716142324408111,1.8304028935999197,1.6374178363328453,0.10543310324839122,0.29250765750512525,0.30252987680168575,0.03426310060407527
35,2004,DEC,31058,51883,861503861,431825791,8323.069039955284,27738.549198274195,8048.499451092326,27515.51709702267,0.03298898369638336,0.008040510686312305,1.670519672870114,1.8304028935999197,-0.09570867277193508,0.3000542306831649,0.29250765750512525,-0.02515069746178071
36,2005,JAN,33637,49534,933312807,407244081,8221.506056446078,27746.61256949193,8323.069039955284,27738.549198274195,-0.012353330741582966,0.00029060741009513685,1.4726045723459287,1.670519672870114,-0.13439799403100938,0.29630665854634175,0.3000542306831649,0.012647613641922354
37,2005,FEB,26707,51666,705851980,395540384,7655.719118956374,26429.474669562285,8221.506056446078,27746.61256949193,-0.07390382649864413,-0.04983594704008761,1.9345489946455985,1.4726045723459287,0.23878662343431428,0.28966595873254886,0.29630665854634175,0.022925371841584986
38,2005,MAR,35277,65088,920888098,504245180,7747.129732055064,26104.49012104204,7655.719118956374,26429.474669562285,0.011799287769825677,-0.012449373537400972,1.8450548516030274,1.9345489946455985,-0.04850486854893037,0.2967738383754271,0.28966595873254886,-0.02395049267747978
39,2005,APR,36609,61977,925591302,469034149,7567.874356616164,25283.16266491846,7747.129732055064,26104.49012104204,-0.023686357224229976,-0.03248515492340706,1.6929443579447676,1.8450548516030274,-0.08984967104466549,0.29932467139947383,0.2967738383754271,-0.008521960492332552
40,2005,MAY,36191,60765,904011185,471821748,7764.695926931622,24978.894890994998,7567.874356616164,25283.16266491846,0.025348265040590758,-0.0121809942053583,1.679008593296676,1.6929443579447676,-0.008299996023682728,0.31085025822062406,0.29932467139947383,-0.037077617008025844
41,2005,JUN,40674,64021,1029116197,513909527,8027.202433576483,25301.5734129911,7764.695926931622,24978.894890994998,0.03270211618768184,0.012753298647839138,1.5740030486305747,1.679008593296676,-0.0667124150473908,0.31726099806326324,0.31085025822062406,-0.020206517289467926
42,2005,JUL,38189,58605,1012715139,480607370,8200.791229417286,26518.50373144099,8027.202433576483,25301.5734129911,0.02116732288198214,0.045889856033131574,1.5346042053994606,1.5740030486305747,-0.025673618704086954,0.30924788639919476,0.31726099806326324,0.025911613357721398
43,2005,AUG,45547,69589,1207716905,557209927,8007.155254422394,26515.83869409621,8200.791229417286,26518.50373144099,-0.02418286755311074,-0.00010050737506463966,1.5278503523832525,1.5346042053994606,-0.0044204938040384445,0.30197631486592197,0.30924788639919476,0.024079939966488374
44,2005,SEP,38909,62941,1001701319,502113995,7977.53443701244,25744.720218972474,8007.155254422394,26515.83869409621,-0.0037130290873487863,-0.029952490008241045,1.6176463029119228,1.5278503523832525,0.05551024990260771,0.30987069850281096,0.30197631486592197,-0.025476379906302686
45,2005,OCT,31392,57367,804224324,472018026,8228.040964317464,25618.766692150868,7977.53443701244,25744.720218972474,0.030445464283830798,-0.00491645551618985,1.827440112130479,1.6176463029119228,0.11480201612405946,0.32117240705573813,0.30987069850281096,-0.03518891506444327
46,2005,NOV,28915,53053,763610056,438437059,8264.133206416225,26408.78630468615,8228.040964317464,25618.766692150868,0.00436733547212659,0.029915029165694565,1.8347916306415355,1.827440112130479,0.004006732093325475,0.3129312006644464,0.32117240705573813,0.026335521590027392
47,2005,DEC,29787,49229,797994610,427622069,8686.385443539377,26790.029543089266,8264.133206416225,26408.78630468615,0.048610810545738306,0.014230788278524368,1.652700842649478,1.8347916306415355,-0.11017770626905718,0.3242394872901553,0.3129312006644464,-0.03487634007880515
48,2006,JAN,32331,50745,889192843,436119403,8594.332505665583,27502.794315053663,8686.385443539377,26790.029543089266,-0.010710888578387019,0.02591608560931808,1.5695462559153754,1.652700842649478,-0.052980016626273926,0.3124894295181298,0.3242394872901553,0.037601456760135855
49,2006,FEB,25688,51372,690139661,410661975,7993.887234291054,26866.22784957957,8594.332505665583,27502.794315053663,-0.07511305248325544,-0.023693927894833055,1.9998442852693865,1.5695462559153754,0.21516576691672187,0.29754408691267575,0.3124894295181298,0.05022900223132398
50,2006,MAR,34167,66205,900277823,524850834,7927.661566346953,26349.33775280241,7993.887234291054,26866.22784957957,-0.00835374560201077,-0.019616815482286054,1.9376884127959728,1.9998442852693865,-0.032077330938737644,0.30086758311425865,0.29754408691267575,-0.011046375176686132
51,2006,APR,34099,58148,870626654,485131848,8343.053037077801,25532.322179536055,7927.661566346953,26349.33775280241,0.049788904479545495,-0.03199926616628653,1.7052699492653745,1.9376884127959728,-0.1362942351917499,0.32676436473000053,0.30086758311425865,-0.0792521596935453
