,Year ,Month ,New,Used,Total Sales New,Total Sales Used,Avg_Used,Avg_New,Avg_Used_Previous,Avg_New_Previous,Change_Car_Sales_Used,Change_Car_Sales_New,Ratio_Used_New,Ratio_Used_New_prev,Ratio_Used_New_Change,Ratio_Used_New_Sales,Ratio_Used_New_Sales_Prev,Ratio_Used_New_Sales_Change
52,2006,MAY,36904,63707,917436807,524859557,8238.648139136987,24860.091236722306,8343.053037077801,25532.322179536055,-0.012672576395737541,-0.027040566199562324,1.7262898330804248,1.7052699492653745,0.01217633528985228,0.3314005592613109,0.32676436473000053,-0.013989700384466478
53,2006,JUN,38718,63039,962049369,530723293,8418.967512175002,24847.599798543313,8238.648139136987,24860.091236722306,0.021418228871562736,-0.000502722125286541,1.628157446149078,1.7262898330804248,-0.06027204995650133,0.3388241753905165,0.3314005592613109,-0.02190993638706394
54,2006,JUL,36662,56611,928819275,481673874,8508.485524014768,25334.659183896132,8418.967512175002,24847.599798543313,0.01052102769489419,0.01922502220445958,1.5441328896404998,1.628157446149078,-0.054415366107602656,0.3358436938999026,0.3388241753905165,0.008874609065913391
55,2006,AUG,37151,66516,964524846,566181664,8511.961994106681,25962.284891389194,8508.485524014768,25334.659183896132,0.0004084217122116032,0.024174517386226814,1.790422868832602,1.5441328896404998,0.13755967010893305,0.32785873931033743,0.3358436938999026,0.024354862726434563
56,2006,SEP,35334,57684,914277304,496348705,8604.616618126343,25875.2845418011,8511.961994106681,25962.284891389194,0.010768013048306819,-0.0033622953767927814,1.6325352351842417,1.790422868832602,-0.09671315524809591,0.3325419128908796,0.32785873931033743,-0.014082957362667523
57,2006,OCT,33211,60068,873442790,517877328,8621.517746553905,26299.803980608835,8604.616618126343,25875.2845418011,0.0019603425898320048,0.01614154383510765,1.808677847701063,1.6325352351842417,0.09738749923913151,0.3278168062739424,0.3325419128908796,0.01441386325077133
58,2006,NOV,28138,52776,767687998,461552850,8745.50648021828,27282.96247068022,8621.517746553905,26299.803980608835,0.014177421735931348,0.036035620806499385,1.8756130499680148,1.808677847701063,0.03568710628671158,0.3205482721906276,0.3278168062739424,0.022675318240343693
59,2006,DEC,26879,50097,733181836,429705987,8577.479429905983,27277.124744224115,8745.50648021828,27282.96247068022,-0.019589327107735095,-0.0002140154620710899,1.8637970162580453,1.8756130499680148,-0.006339764259142684,0.31445687587443577,0.3205482721906276,0.019371165916639545
60,2007,JAN,31430,53277,886162633,462733911,8685.434821780505,28194.802195354758,8577.479429905983,27277.124744224115,0.012429474642282973,0.03254775276564399,1.6951002227171492,1.8637970162580453,-0.09952024740489072,0.30805092235091036,0.31445687587443577,0.020795112297142187
61,2007,FEB,24793,48360,668148095,407096172,8418.034987593051,26949.062033638525,8685.434821780505,28194.802195354758,-0.031765113186338866,-0.04622573357697076,1.9505505586254184,1.6951002227171492,0.13096319640557727,0.3123683851068894,0.30805092235091036,-0.013821702073023997
62,2007,MAR,32862,61513,872431678,514312592,8361.038999886203,26548.34392307224,8418.034987593051,26949.062033638525,-0.00681685466454879,-0.015093902343868449,1.8718580731544032,1.9505505586254184,-0.04203977139057597,0.31493636756076204,0.3123683851068894,-0.00815397241595853
63,2007,APR,33705,59128,865042222,500935964,8472.060005411988,25665.100786233495,8361.038999886203,26548.34392307224,0.013104369593093553,-0.034414169817424095,1.7542797804480048,1.8718580731544032,-0.06702368346078268,0.3301003988247074,0.31493636756076204,-0.045937633877255205
64,2007,MAY,34931,62944,887475431,526560827,8365.544404550077,25406.528040995105,8472.060005411988,25665.100786233495,-0.012732656203937666,-0.01017741364822327,1.8019524204861013,1.7542797804480048,0.026456103666286656,0.32926751703545326,0.3301003988247074,0.002529498800103124
65,2007,JUN,37333,61175,948250315,519442504,8491.091197384552,25399.788792757077,8365.544404550077,25406.528040995105,0.014785707739559596,-0.0002653269400393243,1.6386307020598398,1.8019524204861013,-0.09966963161434601,0.3342977087985017,0.32926751703545326,-0.015047042293910465
66,2007,JUL,33259,60991,851325779,521144458,8544.612451017363,25596.854355212123,8491.091197384552,25399.788792757077,0.006263742672897744,0.007698819539320395,1.8338194173005804,1.6386307020598398,0.10643835123529356,0.33381494196287753,0.3342977087985017,0.0014462109838026236
67,2007,AUG,35186,63410,929649250,541115210,8533.594228039741,26420.99840845791,8544.612451017363,25596.854355212123,-0.0012911585298276975,0.031192767226463324,1.8021372136645257,1.8338194173005804,-0.017580350372783785,0.32298530495001887,0.33381494196287753,0.033529813421494574
68,2007,SEP,30248,52541,806385930,443757477,8445.927504234787,26659.148704046547,8533.594228039741,26420.99840845791,-0.010379762762704029,0.008933154551648927,1.737007405448294,1.8021372136645257,-0.03749541194352176,0.31681159807450243,0.32298530495001887,0.019486997676343307
69,2007,OCT,32965,59348,885708713,516190017,8697.681758441733,26868.154497193995,8445.927504234787,26659.148704046547,0.028944983410389796,0.007778941168783114,1.8003336872440467,1.737007405448294,0.03517474690633195,0.32371712613719283,0.31681159807450243,-0.02133198247831907
70,2007,NOV,27160,50593,735515910,445062491,8796.918368153698,27080.85088365243,8697.681758441733,26868.154497193995,0.011280837852402694,0.007854124945048597,1.8627761413843889,1.8003336872440467,0.03352117989547351,0.3248390682385843,0.32371712613719283,-0.0034538397966572825
71,2007,DEC,24312,45269,661821527,395862246,8744.665135081403,27222.01081770319,8796.918368153698,27080.85088365243,-0.0059754412850720065,0.005185507235158398,1.8620023033892728,1.8627761413843889,-0.00041559454234161626,0.3212350914721743,0.3248390682385843,0.01121912537604017
72,2008,JAN,29072,47857,799819205,430842103,9002.697682679649,27511.667755916347,8744.665135081403,27222.01081770319,0.02866169193870376,0.010528512512690772,1.6461543753439736,1.8620023033892728,-0.13112253095958665,0.32723198617225346,0.3212350914721743,-0.01832612627581722
73,2008,FEB,22819,50937,611004312,409316017,8035.730745823272,26776.12130242342,9002.697682679649,27511.667755916347,-0.12033341676598326,-0.02747023906805931,2.232218765064201,1.6461543753439736,0.2625479181935699,0.3001080946363947,0.32723198617225346,0.09038040632899806
74,2008,MAR,27118,55978,704894267,449993794,8038.761549180035,25993.593443469283,8035.730745823272,26776.12130242342,0.00037702366691952014,-0.03010464330974379,2.0642377756471717,2.232218765064201,-0.08137676356802669,0.30925933987013715,0.3001080946363947,-0.02959084513853388
75,2008,APR,30769,58468,778075721,478875678,8190.389238557844,25287.650589879424,8038.761549180035,25993.593443469283,0.018512879542280095,-0.027916506164965355,1.9002242516818877,2.0642377756471717,-0.08631272010138577,0.32388889625973344,0.30925933987013715,-0.04516844065523177
76,2008,MAY,29035,55339,709096913,437787528,7911.01263123656,24422.142689857068,8190.389238557844,25287.650589879424,-0.03531489840101731,-0.03543947437428642,1.9059411055622524,1.9002242516818877,0.0029994913608194732,0.32392786872554546,0.32388889625973344,-0.00012031217309383866
77,2008,JUN,31463,54449,747520852,426137636,7826.362945141325,23758.72777548231,7911.01263123656,24422.142689857068,-0.01081596735144848,-0.027922998261689907,1.7305724183962115,1.9059411055622524,-0.10133565362642373,0.3294100180405155,0.32392786872554546,-0.01664232723576661
78,2008,JUL,29188,57055,732481463,444897621,7797.697327140479,25095.294744415514,7826.362945141325,23758.72777548231,-0.0036761644878256393,0.053259664114151534,1.9547416746608195,1.7305724183962115,0.11467973449919165,0.310723480499296,0.3294100180405155,0.06013880094028445
79,2008,AUG,25666,53455,663384108,411849673,7704.605238050697,25846.805423517493,7797.697327140479,25095.294744415514,-0.012082655270905768,0.02907557304618366,2.0827164341930957,1.9547416746608195,0.061446079471619154,0.29808733078635824,0.310723480499296,0.04239076407441881
80,2008,SEP,26751,51206,697999898,398834140,7788.81654493614,26092.478711076223,7704.605238050697,25846.805423517493,0.010811823131229458,0.009415482916708925,1.9141714328436321,2.0827164341930957,-0.08805115281606649,0.2985081115206505,0.29808733078635824,-0.0014096123959537307
81,2008,OCT,23216,50727,614717936,382437406,7539.129181698109,26478.201929703653,7788.81654493614,26092.478711076223,-0.033118859913445826,0.014567575987654971,2.18500172294969,1.9141714328436321,0.12394969178351255,0.2847296505145464,0.2985081115206505,0.048391381021275694
82,2008,NOV,16842,39803,447337415,295521964,7424.615330502726,26560.82502078138,7539.129181698109,26478.201929703653,-0.015423539954308976,0.0031107125254235066,2.363317895736848,2.18500172294969,0.07545162379924418,0.27953255686499395,0.2847296505145464,0.01859208711800428
83,2008,DEC,17220,42611,469069897,329674280,7736.835089530872,27239.831416957026,7424.615330502726,26560.82502078138,0.040354971434072316,0.024926967637287165,2.4745063879210223,2.363317895736848,0.04493360483000818,0.28402654080724693,0.27953255686499395,-0.015822408460421995
84,2009,JAN,17963,41254,504208132,320520578,7769.442429824987,28069.260813895227,7736.835089530872,27239.831416957026,0.004196870057102566,0.02954938508845969,2.2966096977119634,2.4745063879210223,-0.07746056736862666,0.2767954055269903,0.28402654080724693,0.026124477270456515
85,2009,FEB,14779,48308,418843100,332054088,6873.687339571085,28340.42222071859,7769.442429824987,28069.260813895227,-0.13031653114291872,0.009568008716014313,3.2686920630624536,2.2966096977119634,0.29739184560559107,0.24254004707615112,0.2767954055269903,0.14123588604765086
86,2009,MAR,17844,56948,465300148,390527459,6857.614999648802,26076.000224164985,6873.687339571085,28340.42222071859,-0.002343721530460153,-0.08683931496729826,3.191436897556602,3.2686920630624536,-0.02420701645863628,0.2629856933845919,0.24254004707615112,-0.07774432915079117
87,2009,APR,20905,55631,526701218,390447902,7018.531070805846,25194.98770629036,6857.614999648802,26076.000224164985,0.022927314780494094,-0.03496776930971329,2.661133700071753,3.191436897556602,-0.19927717178229346,0.2785685451655747,0.2629856933845919,-0.055939021298046246
88,2009,MAY,19781,51149,501252689,366133295,7158.171127490274,25340.10863960366,7018.531070805846,25194.98770629036,0.019507784069055484,0.005726926248709534,2.5857641170820482,2.661133700071753,-0.029147895777421842,0.28248383735430715,0.2785685451655747,-0.013860234360317235
89,2009,JUN,24509,56732,627433850,411152753,7247.281128816188,25600.14076461708,7158.171127490274,25340.10863960366,0.0122956457383171,0.010157449031406196,2.3147415235219717,2.5857641170820482,-0.11708546755911857,0.28309536246116773,0.28248383735430715,-0.002160138200584125
90,2009,JUL,22836,57693,602063511,431644869,7481.754614944621,26364.66592222806,7247.281128816188,25600.14076461708,0.03133937133678206,0.028998097676117673,2.526405675249606,2.3147415235219717,0.08378074582448923,0.28377961006654556,0.28309536246116773,-0.0024111936908271033
91,2009,AUG,25251,52432,651209293,388684275,7413.111744736039,25789.44568531939,7481.754614944621,26364.66592222806,-0.00925965675039552,-0.02230448238118252,2.0764326165300386,2.526405675249606,-0.21670486927311175,0.28744750217550985,0.28377961006654556,-0.012760215626172825
92,2009,SEP,26992,53361,719767451,412237339,7725.442532936039,26665.95476437463,7413.111744736039,25789.44568531939,0.040428853993597594,0.032869967972279146,1.9769190871369295,2.0764326165300386,-0.05033768455199116,0.2897118292294237,0.28744750217550985,-0.007815790815088536
93,2009,OCT,20717,50783,593186195,383952423,7560.6487013370615,28632.823043877008,7725.442532936039,26665.95476437463,-0.021796255600373918,0.06869278228305829,2.451271902302457,1.9769190871369295,0.19351293290637087,0.2640553007906732,0.2897118292294237,0.09716346675081297
94,2009,NOV,18590,42895,527527906,328315049,7653.923510898706,28376.97181280258,7560.6487013370615,28632.823043877008,0.012186535366969228,-0.00901615693042329,2.3074233458848843,2.451271902302457,-0.06234164037306623,0.26972305436218375,0.2640553007906732,-0.021013233684874066
95,2009,DEC,18761,41703,548724421,354370497,8497.482123588232,29248.143542455095,7653.923510898706,28376.97181280258,0.09927159603524019,0.029785539324503285,2.222855924524279,2.3074233458848843,-0.038044490615694725,0.290530648936871,0.26972305436218375,-0.0716192754562309
96,2010,JAN,20419,40588,582084918,316999705,7810.182935843106,28507.023752387482,8497.482123588232,29248.143542455095,-0.08800039555935603,-0.02599779606966312,1.987756501297811,2.222855924524279,-0.11827375388935771,0.27397398632991277,0.290530648936871,0.06043151332995948
97,2010,FEB,14809,38932,405189138,296703782,7621.077314291585,27361.00600985887,7810.182935843106,28507.023752387482,-0.02481350257356616,-0.041885073308915374,2.6289418596799243,1.987756501297811,0.24389484157712724,0.27853790578992293,0.27397398632991277,-0.016385272399701098
98,2010,MAR,21920,62510,604302888,457388434,7317.044216925292,27568.562408759124,7621.077314291585,27361.00600985887,-0.041551354392942476,0.007528734934481376,2.851733576642336,2.6289418596799243,0.07812501097130159,0.2654126141376349,0.27853790578992293,0.049452403364226176
99,2010,APR,25844,61229,688229510,479848337,7836.945516013654,26630.146649125523,7317.044216925292,27568.562408759124,0.06633978736052454,-0.03523885061535763,2.3691765980498376,2.851733576642336,-0.20368130387144207,0.29428848512447087,0.2654126141376349,-0.09812096784766407
100,2010,MAY,24383,52548,640624378,426753739,8121.217534444698,26273.402698601483,7836.945516013654,26630.146649125523,0.035003620728709044,-0.013578140396067893,2.1551080670959273,2.3691765980498376,-0.09933076406807483,0.30910413955924276,0.29428848512447087,-0.04793094798373716
101,2010,JUN,25850,60192,686655808,481352489,7996.951239367358,26563.08735009671,8121.217534444698,26273.402698601483,-0.015539208800674257,0.010905533971907525,2.3285106382978724,2.1551080670959273,0.07446930598036752,0.3010550367872898,0.30910413955924276,0.02673631658134344
102,2010,JUL,23136,54934,644471700,457619574,8330.352313685513,27855.796161825725,7996.951239367358,26563.08735009671,0.04002244584186764,0.04640717516093025,2.3743948824343013,2.3285106382978724,0.019324605387199528,0.29905274526317915,0.3010550367872898,0.006695446057010884
103,2010,AUG,23512,57005,659524567,460747955,8082.588457152881,28050.551505614156,8330.352313685513,27855.796161825725,-0.03065402350324628,0.00694301300099043,2.424506634909833,2.3743948824343013,0.02066884526277881,0.2881436557685933,0.29905274526317915,0.03785989827014234
104,2010,SEP,24520,54371,692681798,452201494,8316.961137371025,28249.66549755302,8082.588457152881,28050.551505614156,0.02818008601303004,0.007048366358748909,2.2174143556280588,2.424506634909833,-0.09339358643374425,0.29440919001647786,0.2881436557685933,-0.02128172102078025
105,2010,OCT,22003,50911,629304220,423489578,8318.233348392292,28600.837158569288,8316.961137371025,28249.66549755302,0.00015294245400233048,0.012278370002573594,2.313820842612371,2.2174143556280588,0.04166549337305938,0.2908388066501057,0.29440919001647786,0.012276158768136891
106,2010,NOV,20551,48275,601640805,403191833,8351.979968928017,29275.500218967445,8318.233348392292,28600.837158569288,0.004040553337205432,0.02304531281624513,2.3490341102622745,2.313820842612371,0.014990530574275763,0.28528906103940155,0.2908388066501057,0.019453061363392646
