,DATE,CORESTICKM159SFRBATL,Datetime,CORESTICKM159SFRBATL_Prev,Ten_Change
507,2010-03-01,0.93183853,2010-03-01,1.0548474,-0.1320066363858125
508,2010-04-01,0.87602978,2010-04-01,0.93183853,-0.06370645299295656
509,2010-05-01,0.7998678,2010-05-01,0.87602978,-0.09521820980917092
510,2010-06-01,0.78483473,2010-06-01,0.7998678,-0.01915444032401571
511,2010-07-01,0.74959322,2010-07-01,0.78483473,-0.04701417923710688
512,2010-08-01,0.69562861,2010-08-01,0.74959322,-0.07757675464210705
513,2010-09-01,0.6676136,2010-09-01,0.69562861,-0.04196291088138401
514,2010-10-01,0.67526624,2010-10-01,0.6676136,0.011332774462410542
515,2010-11-01,0.82600201,2010-11-01,0.67526624,0.18248838159606892
516,2010-12-01,0.83710132,2010-12-01,0.82600201,0.013259219326042975
517,2011-01-01,0.96003713,2011-01-01,0.83710132,0.12805318269304852
518,2011-02-01,1.1238816,2011-02-01,0.96003713,0.14578445807814633
519,2011-03-01,1.1861014,2011-03-01,1.1238816,0.05245740372619073
520,2011-04-01,1.21555,2011-04-01,1.1861014,0.024226564106782797
521,2011-05-01,1.2613949,2011-05-01,1.21555,0.03634460548397657
522,2011-06-01,1.2990532,2011-06-01,1.2613949,0.028989036014845215
523,2011-07-01,1.4236275,2011-07-01,1.2990532,0.08750484238327802
524,2011-08-01,1.6569751,2011-08-01,1.4236275,0.1408274632491459
525,2011-09-01,1.7268145,2011-09-01,1.6569751,0.040444066227148315
526,2011-10-01,1.8413647,2011-10-01,1.7268145,0.062209403710193886
527,2011-11-01,1.8407168,2011-11-01,1.8413647,-0.00035198244509960656
528,2011-12-01,2.0478499,2011-12-01,1.8407168,0.10114662212303746
529,2012-01-01,2.1159285,2012-01-01,2.0478499,0.03217433859414426
530,2012-02-01,2.0181912,2012-02-01,2.1159285,-0.04842816676635986
531,2012-03-01,2.1247577,2012-03-01,2.0181912,0.05015465998781885
532,2012-04-01,2.1937928,2012-04-01,2.1247577,0.03146837750584296
533,2012-05-01,2.1896843,2012-05-01,2.1937928,-0.001876297875451758
534,2012-06-01,2.2407468,2012-06-01,2.1896843,0.022788161518293815
535,2012-07-01,2.2616531,2012-07-01,2.2407468,0.009243813739604912
536,2012-08-01,2.1718632,2012-08-01,2.2616531,-0.04134233684699845
537,2012-09-01,2.2199385,2012-09-01,2.1718632,0.021656140474161704
538,2012-10-01,2.2070705,2012-10-01,2.2199385,-0.005830352949758561
539,2012-11-01,2.1959869,2012-11-01,2.2070705,-0.0050472067934467565
540,2012-12-01,2.1097305,2012-12-01,2.1959869,-0.04088503247215694
541,2013-01-01,2.0682971,2013-01-01,2.1097305,-0.020032615236950164
542,2013-02-01,2.146017,2013-02-01,2.0682971,0.036215882725998884
543,2013-03-01,2.0999025,2013-03-01,2.146017,-0.021960305299889057
544,2013-04-01,1.9354319,2013-04-01,2.0999025,-0.08497875848796323
545,2013-05-01,1.907797,2013-05-01,1.9354319,-0.014485241354295042
546,2013-06-01,1.8766189,2013-06-01,1.907797,-0.01661397527223028
547,2013-07-01,1.867879,2013-07-01,1.8766189,-0.004679050409582158
548,2013-08-01,1.9142202,2013-08-01,1.867879,0.02420891807536033
549,2013-09-01,1.8904211,2013-09-01,1.9142202,-0.012589311450237178
550,2013-10-01,1.8687356,2013-10-01,1.8904211,-0.01160437035608463
551,2013-11-01,1.8930866,2013-11-01,1.8687356,0.012863119943905373
552,2013-12-01,1.8711904,2013-12-01,1.8930866,-0.011701748790502576
553,2014-01-01,1.8218145,2014-01-01,1.8711904,-0.027102594693367538
554,2014-02-01,1.7891863,2014-02-01,1.8218145,-0.01823633458405086
555,2014-03-01,1.8208567,2014-03-01,1.7891863,0.017393131485855036
556,2014-04-01,2.0251612,2014-04-01,1.8208567,0.10088308031972956
557,2014-05-01,2.1282345,2014-05-01,2.0251612,0.048431364118944664
558,2014-06-01,2.1433409,2014-06-01,2.1282345,0.007048062209795966
559,2014-07-01,2.1008094,2014-07-01,2.1433409,-0.020245292124073673
560,2014-08-01,1.9625042,2014-08-01,2.1008094,-0.07047383643815909
561,2014-09-01,1.954047,2014-09-01,1.9625042,-0.00432804328657388
562,2014-10-01,2.0060187,2014-10-01,1.954047,0.02590788410895658
563,2014-11-01,2.0043657,2014-11-01,2.0060187,-0.0008246998040326086
564,2014-12-01,1.9711259,2014-12-01,2.0043657,-0.016863357130054473
565,2015-01-01,1.985653,2015-01-01,1.9711259,0.007316031552340612
566,2015-02-01,1.9819969,2015-02-01,1.985653,-0.0018446547519826797
567,2015-03-01,1.9991371,2015-03-01,1.9819969,0.008573799165650044
568,2015-04-01,2.0631236,2015-04-01,1.9991371,0.031014380330873025
569,2015-05-01,2.0668869,2015-05-01,2.0631236,0.0018207575847522842
570,2015-06-01,2.1147326,2015-06-01,2.0668869,0.02262494085540644
571,2015-07-01,2.1414477,2015-07-01,2.1147326,0.012475252139008625
572,2015-08-01,2.1802398,2015-08-01,2.1414477,0.01779258410015255
573,2015-09-01,2.279431,2015-09-01,2.1802398,0.04351577213787141
574,2015-10-01,2.3462109,2015-10-01,2.279431,0.02846287177337714
575,2015-11-01,2.4052606,2015-11-01,2.3462109,0.02455022960921577
576,2015-12-01,2.4436874,2015-12-01,2.4052606,0.01572492455458905
577,2016-01-01,2.4667222,2016-01-01,2.4436874,0.009338222196240835
578,2016-02-01,2.5442092,2016-02-01,2.4667222,0.030456221917600203
579,2016-03-01,2.531878,2016-03-01,2.5442092,-0.00487037685070142
580,2016-04-01,2.537996,2016-04-01,2.531878,0.0024105632948201216
581,2016-05-01,2.5711572,2016-05-01,2.537996,0.012897383326075857
582,2016-06-01,2.5689022,2016-06-01,2.5711572,-0.0008778068701875438
583,2016-07-01,2.5758512,2016-07-01,2.5689022,0.0026977490004079624
584,2016-08-01,2.7228064,2016-08-01,2.5758512,0.053971960694671604
585,2016-09-01,2.6321032,2016-09-01,2.7228064,-0.03446035094672583
586,2016-10-01,2.5095184,2016-10-01,2.6321032,-0.04884793831358233
587,2016-11-01,2.5258013,2016-11-01,2.5095184,0.006446627452444406
588,2016-12-01,2.594944,2016-12-01,2.5258013,0.02664516074335323
589,2017-01-01,2.661562,2017-01-01,2.594944,0.02502966303245991
590,2017-02-01,2.67446,2017-02-01,2.661562,0.004822655788458177
591,2017-03-01,2.453344,2017-03-01,2.67446,-0.09012841248516305
592,2017-04-01,2.25217,2017-04-01,2.453344,-0.08932451813140214
593,2017-05-01,2.155911,2017-05-01,2.25217,-0.04464887465206118
594,2017-06-01,2.13853,2017-06-01,2.155911,-0.008127545556994905
595,2017-07-01,2.146769,2017-07-01,2.13853,0.0038378605243508303
596,2017-08-01,2.089832,2017-08-01,2.146769,-0.02724477374257836
597,2017-09-01,2.106697,2017-09-01,2.089832,0.008005422706730075
598,2017-10-01,2.192819,2017-10-01,2.106697,0.03927455936855711
599,2017-11-01,2.115031,2017-11-01,2.192819,-0.036778657144978
600,2017-12-01,2.125472,2017-12-01,2.115031,0.00491232065160101
601,2018-01-01,2.166305,2018-01-01,2.125472,0.018849146357507424
602,2018-02-01,2.131896,2018-02-01,2.166305,-0.016140093137751624
603,2018-03-01,2.369197,2018-03-01,2.131896,0.10016094060561465
604,2018-04-01,2.493423,2018-04-01,2.369197,0.049821470324128606
605,2018-05-01,2.544991,2018-05-01,2.493423,0.020262547097416084
606,2018-06-01,2.553219,2018-06-01,2.544991,0.0032225986098332743
607,2018-07-01,2.519634,2018-07-01,2.553219,-0.01332931687697498
608,2018-08-01,2.432878,2018-08-01,2.519634,-0.035659823468336606
609,2018-09-01,2.461933,2018-09-01,2.432878,0.01180170215842594
610,2018-10-01,2.414988,2018-10-01,2.461933,-0.019439019986848802
611,2018-11-01,2.476794,2018-11-01,2.414988,0.024954033318879087
612,2018-12-01,2.46437,2018-12-01,2.476794,-0.005041450756176941
613,2019-01-01,2.385533,2019-01-01,2.46437,-0.03304796035099915
614,2019-02-01,2.376648,2019-02-01,2.385533,-0.0037384585348778
615,2019-03-01,2.399684,2019-03-01,2.376648,0.009599597280308689
616,2019-04-01,2.407927,2019-04-01,2.399684,0.0034232765362071935
617,2019-05-01,2.39723,2019-05-01,2.407927,-0.004462233494491541
618,2019-06-01,2.421751,2019-06-01,2.39723,0.01012531841630292
619,2019-07-01,2.460848,2019-07-01,2.421751,0.01588761272536944
620,2019-08-01,2.629246,2019-08-01,2.460848,0.06404801985055801
621,2019-09-01,2.606767,2019-09-01,2.629246,-0.008623325368166828
622,2019-10-01,2.733341,2019-10-01,2.606767,0.04630743108891271
623,2019-11-01,2.768217,2019-11-01,2.733341,0.012598723293730272
624,2019-12-01,2.746361,2019-12-01,2.768217,-0.007958167189236993
625,2020-01-01,2.797067,2020-01-01,2.746361,0.018128275082434694
626,2020-02-01,2.812936,2020-02-01,2.797067,0.005641436563078545
627,2020-03-01,2.647379,2020-03-01,2.812936,-0.06253619145577576
628,2020-04-01,2.226352,2020-04-01,2.647379,-0.189110706662738
629,2020-05-01,2.084208,2020-05-01,2.226352,-0.06820048670766068
630,2020-06-01,2.058146,2020-06-01,2.084208,-0.01266285287827007
631,2020-07-01,2.348857,2020-07-01,2.058146,0.12376700667601322
632,2020-08-01,2.288978,2020-08-01,2.348857,-0.026159709704505683
633,2020-09-01,2.077391,2020-09-01,2.288978,-0.10185227528183197
634,2020-10-01,1.842159,2020-10-01,2.077391,-0.1276936464224857
635,2020-11-01,1.798587,2020-11-01,1.842159,-0.02422568382847211
636,2020-12-01,1.716599,2020-12-01,1.798587,-0.04776188265285017
637,2021-01-01,1.517012,2021-01-01,1.716599,-0.1315658676398077
638,2021-02-01,1.527009,2021-02-01,1.517012,0.0065467852514294505
639,2021-03-01,1.706984,2021-03-01,1.527009,0.10543449733565165
640,2021-04-01,2.262331,2021-04-01,1.706984,0.245475573645059
641,2021-05-01,2.623164,2021-05-01,2.262331,0.13755640135348
642,2021-06-01,2.588579,2021-06-01,2.623164,-0.013360612135074829
643,2021-07-01,2.315464,2021-07-01,2.588579,-0.11795260042911496
644,2021-08-01,2.343064,2021-08-01,2.315464,0.011779447765831437
645,2021-09-01,2.638383,2021-09-01,2.343064,0.11193181581294304
646,2021-10-01,3.035619,2021-10-01,2.638383,0.13085831917641835
647,2021-11-01,3.21432,2021-11-01,3.035619,0.05559527365041433
648,2021-12-01,3.484143,2021-12-01,3.21432,0.07744314742534969
649,2022-01-01,3.988659,2022-01-01,3.484143,0.12648762403604824
650,2022-02-01,4.30707,2022-02-01,3.988659,0.07392751917196613
651,2022-03-01,4.558423,2022-03-01,4.30707,0.05514034129785672
652,2022-04-01,4.721803,2022-04-01,4.558423,0.03460118941853357
653,2022-05-01,4.985582,2022-05-01,4.721803,0.05290836656582913
654,2022-06-01,5.422337,2022-06-01,4.985582,0.08054737283942326
655,2022-07-01,5.625329,2022-07-01,5.422337,0.03608535607428474
656,2022-08-01,5.991705,2022-08-01,5.625329,0.061147202674363944
657,2022-09-01,6.392795,2022-09-01,5.991705,0.06274094507957786
658,2022-10-01,6.364809,2022-10-01,6.392795,-0.00439698976041534
659,2022-11-01,6.471178,2022-11-01,6.364809,0.01643734726505745
660,2022-12-01,6.617223,2022-12-01,6.471178,0.02207043649579287
661,2023-01-01,6.554492474,2023-01-01,6.617223,-0.009570615306804635
662,2023-02-01,6.59375,2023-02-01,6.554492474,0.005953748018957361
