,DATE,MEDCPIM158SFRBCLE,Datetime,MEDCPIM158SFRBCLE_Prev,Ten_Change
229,2002-02-01,3.38352407504046,2002-02-01,2.7615896715014903,0.18381261363761175
230,2002-03-01,2.8726214230371,2002-03-01,3.38352407504046,-0.17785241309772185
231,2002-04-01,2.67648214481753,2002-04-01,2.8726214230371,-0.07328249082451546
232,2002-05-01,2.42019843819257,2002-05-01,2.67648214481753,-0.10589367490723428
233,2002-06-01,2.5025331988713,2002-06-01,2.42019843819257,0.03290056680001888
234,2002-07-01,2.24505523113134,2002-07-01,2.5025331988713,-0.11468669642047526
235,2002-08-01,2.28572177593909,2002-08-01,2.24505523113134,0.01779155505093879
236,2002-09-01,2.71779789775748,2002-09-01,2.28572177593909,0.1589802251944143
237,2002-10-01,2.31390307533894,2002-10-01,2.71779789775748,-0.17455131406460392
238,2002-11-01,1.9109760074518305,2002-11-01,2.31390307533894,-0.21084883657141665
239,2002-12-01,3.01261428455382,2002-12-01,1.9109760074518305,0.36567518210023575
240,2003-01-01,2.18139042769816,2003-01-01,3.01261428455382,-0.38105230787722016
241,2003-02-01,1.9758302344968104,2003-02-01,2.18139042769816,-0.10403737609253666
242,2003-03-01,1.12621180925949,2003-03-01,1.9758302344968104,-0.754403761576576
243,2003-04-01,0.553036890472014,2003-04-01,1.12621180925949,-1.0364135352675556
244,2003-05-01,1.07578818642804,2003-05-01,0.553036890472014,0.4859239974476083
245,2003-06-01,1.12305963544221,2003-06-01,1.07578818642804,0.04209166416666427
246,2003-07-01,2.6710731226571096,2003-07-01,1.12305963544221,0.5795474014110773
247,2003-08-01,2.35741426924818,2003-08-01,2.6710731226571096,-0.13305207213705408
248,2003-09-01,2.02226514469577,2003-09-01,2.35741426924818,-0.16572956589370974
249,2003-10-01,2.09586749439761,2003-10-01,2.02226514469577,0.03511784494896932
250,2003-11-01,1.1863624116481102,2003-11-01,2.09586749439761,-0.7666334282169338
251,2003-12-01,1.79882233944806,2003-12-01,1.1863624116481102,0.3404782753520136
252,2004-01-01,2.2200747059839503,2004-01-01,1.79882233944806,0.18974693302007092
253,2004-02-01,2.91265455346974,2004-02-01,2.2200747059839503,0.2377830376969162
254,2004-03-01,2.7344022682197897,2004-03-01,2.91265455346974,-0.06518875709022875
255,2004-04-01,2.5383819269539303,2004-04-01,2.7344022682197897,-0.07722255630029824
256,2004-05-01,3.2174948905270697,2004-05-01,2.5383819269539303,0.2110688553298344
257,2004-06-01,2.72493144884725,2004-06-01,3.2174948905270697,-0.18076177361753196
258,2004-07-01,1.77113695955513,2004-07-01,2.72493144884725,-0.5385210241062846
259,2004-08-01,2.87323745174035,2004-08-01,1.77113695955513,0.38357445588691813
260,2004-09-01,2.1466349952753,2004-09-01,2.87323745174035,-0.33848439910105216
261,2004-10-01,2.6605010937276203,2004-10-01,2.1466349952753,0.1931463586554456
262,2004-11-01,1.4800663055379,2004-11-01,2.6605010937276203,-0.7975553417930931
263,2004-12-01,1.91524972608856,2004-12-01,1.4800663055379,0.22722019725303297
264,2005-01-01,3.4217591363454103,2005-01-01,1.91524972608856,0.4402733653152071
265,2005-02-01,3.30400229074104,2005-02-01,3.4217591363454103,-0.03564066705836313
266,2005-03-01,1.8971793950121696,2005-03-01,3.30400229074104,-0.7415339315973575
267,2005-04-01,2.09647901335652,2005-04-01,1.8971793950121696,0.09506397014929627
268,2005-05-01,3.16846235161856,2005-05-01,2.09647901335652,0.3383292017702006
269,2005-06-01,1.62477538920178,2005-06-01,3.16846235161856,-0.9500925313591577
270,2005-07-01,3.0286455734746403,2005-07-01,1.62477538920178,0.4635306939075931
271,2005-08-01,2.22215620270876,2005-08-01,3.0286455734746403,-0.36293099908223697
272,2005-09-01,4.02470724061161,2005-09-01,2.22215620270876,0.4478713432157434
273,2005-10-01,3.3315751559861897,2005-10-01,4.02470724061161,-0.20804936169006943
274,2005-11-01,2.83691194814226,2005-11-01,3.3315751559861897,-0.17436678222172453
275,2005-12-01,2.20489319920401,2005-12-01,2.83691194814226,-0.2866437019110112
276,2006-01-01,2.88432186623886,2006-01-01,2.20489319920401,0.23555924010686832
277,2006-02-01,2.07202087371556,2006-02-01,2.88432186623886,-0.39203320913783896
278,2006-03-01,3.08218251360963,2006-03-01,2.07202087371556,0.3277423174758854
279,2006-04-01,2.8870316165126,2006-04-01,3.08218251360963,-0.06759569101385982
280,2006-05-01,4.28816068458393,2006-05-01,2.8870316165126,0.3267436020082999
281,2006-06-01,3.19983083499134,2006-06-01,4.28816068458393,-0.3401210581794821
282,2006-07-01,3.05393052415284,2006-07-01,3.19983083499134,-0.04777460053023724
283,2006-08-01,4.62137039677921,2006-08-01,3.05393052415284,0.33917209356747774
284,2006-09-01,2.1062637733366696,2006-09-01,4.62137039677921,-1.1941080957102521
285,2006-10-01,3.6506970400157694,2006-10-01,2.1062637733366696,0.4230516117197248
286,2006-11-01,3.02469916751935,2006-11-01,3.6506970400157694,-0.2069620275691152
287,2006-12-01,2.72554654380133,2006-12-01,3.02469916751935,-0.10975876541106154
288,2007-01-01,2.9644102631689195,2007-01-01,2.72554654380133,0.0805771462659311
289,2007-02-01,4.4470256400193495,2007-02-01,2.9644102631689195,0.33339483440531253
290,2007-03-01,2.6885311218425296,2007-03-01,4.4470256400193495,-0.654072591494374
291,2007-04-01,2.36832536836802,2007-04-01,2.6885311218425296,-0.1352034470226356
292,2007-05-01,2.35349143799752,2007-05-01,2.36832536836802,-0.006302946393177277
293,2007-06-01,3.2680317367730405,2007-06-01,2.35349143799752,0.2798443749749404
294,2007-07-01,2.82817098511783,2007-07-01,3.2680317367730405,-0.1555283446332664
295,2007-08-01,2.18457280462696,2007-08-01,2.82817098511783,-0.2946105431358108
296,2007-09-01,3.7044060077008303,2007-09-01,2.18457280462696,0.41027716722043844
297,2007-10-01,3.43463052089827,2007-10-01,3.7044060077008303,-0.07854570823880203
298,2007-11-01,3.475359352757,2007-11-01,3.43463052089827,0.011719315249060459
299,2007-12-01,2.98265388398264,2007-12-01,3.475359352757,-0.16519029292009796
300,2008-01-01,3.28360527628442,2008-01-01,2.98265388398264,0.09165273136676251
301,2008-02-01,2.85747436326564,2008-02-01,3.28360527628442,-0.14912851660085577
302,2008-03-01,3.0404857461239905,2008-03-01,2.85747436326564,0.06019149508977412
303,2008-04-01,2.24101388446512,2008-04-01,3.0404857461239905,-0.35674560840558406
304,2008-05-01,2.4627692895931,2008-05-01,2.24101388446512,0.09004310962665063
305,2008-06-01,4.05370089545272,2008-06-01,2.4627692895931,0.39246398461323667
306,2008-07-01,3.98912873927892,2008-07-01,4.05370089545272,-0.01618703240584618
307,2008-08-01,2.94013128490127,2008-08-01,3.98912873927892,-0.35678592305202966
308,2008-09-01,3.17438970761372,2008-09-01,2.94013128490127,0.07379636537712592
309,2008-10-01,2.20171024216991,2008-10-01,3.17438970761372,-0.4417835947772943
310,2008-11-01,1.93625366578525,2008-11-01,2.20171024216991,-0.13709803683031577
311,2008-12-01,0.3634841508005421,2008-12-01,1.93625366578525,-4.326927354386211
312,2009-01-01,2.40364062502632,2009-01-01,0.3634841508005421,0.8487776637588816
313,2009-02-01,2.14357605719473,2009-02-01,2.40364062502632,-0.1213227620073032
314,2009-03-01,1.90828983085518,2009-03-01,2.14357605719473,-0.12329690308841047
315,2009-04-01,1.86117019943739,2009-04-01,1.90828983085518,-0.02531720711627216
316,2009-05-01,1.29376893720741,2009-05-01,1.86117019943739,-0.43856460447621437
317,2009-06-01,0.75584590889346,2009-06-01,1.29376893720741,-0.7116834555623329
318,2009-07-01,0.125832513392354,2009-07-01,0.75584590889346,-5.006761595365127
319,2009-08-01,1.6255061079099,2009-08-01,0.125832513392354,0.9225887169663415
320,2009-09-01,0.914369783533586,2009-09-01,1.6255061079099,-0.7777338415844458
321,2009-10-01,1.1903654188135,2009-10-01,0.914369783533586,0.23185790759531086
322,2009-11-01,0.516016421313492,2009-11-01,1.1903654188135,-1.306836313045017
