,Unnamed: 0,DATE,MICH,Datetime,Prev,Ten_Change,MICH_Prev
43,332,2005-09-01,4.3,2005-09-01,3.1,0.2790697674418604,3.1
44,333,2005-10-01,4.6,2005-10-01,4.3,0.0652173913043478,4.3
45,334,2005-11-01,3.3,2005-11-01,4.6,-0.3939393939393939,4.6
46,335,2005-12-01,3.1,2005-12-01,3.3,-0.06451612903225798,3.3
47,336,2006-01-01,3.0,2006-01-01,3.1,-0.03333333333333336,3.1
48,337,2006-02-01,3.0,2006-02-01,3.0,0.0,3.0
49,338,2006-03-01,3.0,2006-03-01,3.0,0.0,3.0
50,339,2006-04-01,3.3,2006-04-01,3.0,0.09090909090909086,3.0
51,340,2006-05-01,4.0,2006-05-01,3.3,0.17500000000000004,3.3
52,341,2006-06-01,3.3,2006-06-01,4.0,-0.21212121212121218,4.0
53,342,2006-07-01,3.2,2006-07-01,3.3,-0.03124999999999989,3.3
54,343,2006-08-01,3.8,2006-08-01,3.2,0.15789473684210517,3.2
55,344,2006-09-01,3.1,2006-09-01,3.8,-0.22580645161290314,3.8
56,345,2006-10-01,3.1,2006-10-01,3.1,0.0,3.1
57,346,2006-11-01,3.0,2006-11-01,3.1,-0.03333333333333336,3.1
58,347,2006-12-01,2.9,2006-12-01,3.0,-0.03448275862068969,3.0
59,348,2007-01-01,3.0,2007-01-01,2.9,0.03333333333333336,2.9
60,349,2007-02-01,3.0,2007-02-01,3.0,0.0,3.0
61,350,2007-03-01,3.0,2007-03-01,3.0,0.0,3.0
62,351,2007-04-01,3.3,2007-04-01,3.0,0.09090909090909086,3.0
63,352,2007-05-01,3.3,2007-05-01,3.3,0.0,3.3
64,353,2007-06-01,3.4,2007-06-01,3.3,0.02941176470588238,3.3
65,354,2007-07-01,3.4,2007-07-01,3.4,0.0,3.4
66,355,2007-08-01,3.2,2007-08-01,3.4,-0.06249999999999992,3.4
67,356,2007-09-01,3.1,2007-09-01,3.2,-0.03225806451612906,3.2
68,357,2007-10-01,3.1,2007-10-01,3.1,0.0,3.1
69,358,2007-11-01,3.4,2007-11-01,3.1,0.08823529411764701,3.1
70,359,2007-12-01,3.4,2007-12-01,3.4,0.0,3.4
71,360,2008-01-01,3.4,2008-01-01,3.4,0.0,3.4
72,361,2008-02-01,3.6,2008-02-01,3.4,0.0555555555555556,3.4
73,362,2008-03-01,4.3,2008-03-01,3.6,0.16279069767441856,3.6
74,363,2008-04-01,4.8,2008-04-01,4.3,0.10416666666666667,4.3
75,364,2008-05-01,5.2,2008-05-01,4.8,0.07692307692307698,4.8
76,365,2008-06-01,5.1,2008-06-01,5.2,-0.01960784313725501,5.2
77,366,2008-07-01,5.1,2008-07-01,5.1,0.0,5.1
78,367,2008-08-01,4.8,2008-08-01,5.1,-0.062499999999999965,5.1
79,368,2008-09-01,4.3,2008-09-01,4.8,-0.11627906976744186,4.8
80,369,2008-10-01,3.9,2008-10-01,4.3,-0.10256410256410255,4.3
81,370,2008-11-01,2.9,2008-11-01,3.9,-0.3448275862068966,3.9
82,371,2008-12-01,1.7,2008-12-01,2.9,-0.7058823529411765,2.9
83,372,2009-01-01,2.2,2009-01-01,1.7,0.22727272727272735,1.7
84,373,2009-02-01,1.9,2009-02-01,2.2,-0.15789473684210542,2.2
85,374,2009-03-01,2.0,2009-03-01,1.9,0.050000000000000044,1.9
86,375,2009-04-01,2.8,2009-04-01,2.0,0.28571428571428564,2.0
87,376,2009-05-01,2.8,2009-05-01,2.8,0.0,2.8
88,377,2009-06-01,3.1,2009-06-01,2.8,0.09677419354838718,2.8
89,378,2009-07-01,2.9,2009-07-01,3.1,-0.06896551724137938,3.1
90,379,2009-08-01,2.8,2009-08-01,2.9,-0.03571428571428575,2.9
91,380,2009-09-01,2.2,2009-09-01,2.8,-0.27272727272727254,2.8
92,381,2009-10-01,2.9,2009-10-01,2.2,0.2413793103448275,2.2
93,382,2009-11-01,2.7,2009-11-01,2.9,-0.07407407407407397,2.9
94,383,2009-12-01,2.5,2009-12-01,2.7,-0.08000000000000007,2.7
95,384,2010-01-01,2.8,2010-01-01,2.5,0.10714285714285708,2.5
96,385,2010-02-01,2.7,2010-02-01,2.8,-0.0370370370370369,2.8
97,386,2010-03-01,2.7,2010-03-01,2.7,0.0,2.7
98,387,2010-04-01,2.9,2010-04-01,2.7,0.06896551724137923,2.7
99,388,2010-05-01,3.2,2010-05-01,2.9,0.09375000000000008,2.9
100,389,2010-06-01,2.8,2010-06-01,3.2,-0.142857142857143,3.2
101,390,2010-07-01,2.7,2010-07-01,2.8,-0.0370370370370369,2.8
102,391,2010-08-01,2.7,2010-08-01,2.7,0.0,2.7
103,392,2010-09-01,2.2,2010-09-01,2.7,-0.22727272727272727,2.7
104,393,2010-10-01,2.7,2010-10-01,2.2,0.18518518518518517,2.2
105,394,2010-11-01,3.0,2010-11-01,2.7,0.09999999999999994,2.7
106,395,2010-12-01,3.0,2010-12-01,3.0,0.0,3.0
107,396,2011-01-01,3.4,2011-01-01,3.0,0.11764705882352938,3.0
108,397,2011-02-01,3.4,2011-02-01,3.4,0.0,3.4
109,398,2011-03-01,4.6,2011-03-01,3.4,0.26086956521739124,3.4
110,399,2011-04-01,4.6,2011-04-01,4.6,0.0,4.6
111,400,2011-05-01,4.1,2011-05-01,4.6,-0.12195121951219513,4.6
112,401,2011-06-01,3.8,2011-06-01,4.1,-0.07894736842105259,4.1
113,402,2011-07-01,3.4,2011-07-01,3.8,-0.11764705882352938,3.8
114,403,2011-08-01,3.5,2011-08-01,3.4,0.0285714285714286,3.4
115,404,2011-09-01,3.3,2011-09-01,3.5,-0.06060606060606066,3.5
116,405,2011-10-01,3.2,2011-10-01,3.3,-0.03124999999999989,3.3
117,406,2011-11-01,3.2,2011-11-01,3.2,0.0,3.2
118,407,2011-12-01,3.1,2011-12-01,3.2,-0.03225806451612906,3.2
119,408,2012-01-01,3.3,2012-01-01,3.1,0.06060606060606053,3.1
120,409,2012-02-01,3.3,2012-02-01,3.3,0.0,3.3
121,410,2012-03-01,3.9,2012-03-01,3.3,0.15384615384615388,3.3
122,411,2012-04-01,3.2,2012-04-01,3.9,-0.21874999999999992,3.9
123,412,2012-05-01,3.0,2012-05-01,3.2,-0.06666666666666672,3.2
124,413,2012-06-01,3.1,2012-06-01,3.0,0.03225806451612906,3.0
125,414,2012-07-01,3.0,2012-07-01,3.1,-0.03333333333333336,3.1
126,415,2012-08-01,3.6,2012-08-01,3.0,0.16666666666666669,3.0
127,416,2012-09-01,3.3,2012-09-01,3.6,-0.090909090909091,3.6
128,417,2012-10-01,3.1,2012-10-01,3.3,-0.06451612903225798,3.3
129,418,2012-11-01,3.1,2012-11-01,3.1,0.0,3.1
130,419,2012-12-01,3.2,2012-12-01,3.1,0.03125000000000003,3.1
131,420,2013-01-01,3.3,2013-01-01,3.2,0.030303030303030196,3.2
132,421,2013-02-01,3.3,2013-02-01,3.3,0.0,3.3
133,422,2013-03-01,3.2,2013-03-01,3.3,-0.03124999999999989,3.3
134,423,2013-04-01,3.1,2013-04-01,3.2,-0.03225806451612906,3.2
135,424,2013-05-01,3.1,2013-05-01,3.1,0.0,3.1
136,425,2013-06-01,3.0,2013-06-01,3.1,-0.03333333333333336,3.1
137,426,2013-07-01,3.1,2013-07-01,3.0,0.03225806451612906,3.0
138,427,2013-08-01,3.0,2013-08-01,3.1,-0.03333333333333336,3.1
139,428,2013-09-01,3.3,2013-09-01,3.0,0.09090909090909086,3.0
140,429,2013-10-01,3.0,2013-10-01,3.3,-0.09999999999999994,3.3
141,430,2013-11-01,2.9,2013-11-01,3.0,-0.03448275862068969,3.0
142,431,2013-12-01,3.0,2013-12-01,2.9,0.03333333333333336,2.9
143,432,2014-01-01,3.1,2014-01-01,3.0,0.03225806451612906,3.0
144,433,2014-02-01,3.2,2014-02-01,3.1,0.03125000000000003,3.1
145,434,2014-03-01,3.2,2014-03-01,3.2,0.0,3.2
146,435,2014-04-01,3.2,2014-04-01,3.2,0.0,3.2
147,436,2014-05-01,3.3,2014-05-01,3.2,0.030303030303030196,3.2
148,437,2014-06-01,3.1,2014-06-01,3.3,-0.06451612903225798,3.3
149,438,2014-07-01,3.3,2014-07-01,3.1,0.06060606060606053,3.1
150,439,2014-08-01,3.2,2014-08-01,3.3,-0.03124999999999989,3.3
151,440,2014-09-01,3.0,2014-09-01,3.2,-0.06666666666666672,3.2
152,441,2014-10-01,2.9,2014-10-01,3.0,-0.03448275862068969,3.0
153,442,2014-11-01,2.8,2014-11-01,2.9,-0.03571428571428575,2.9
154,443,2014-12-01,2.8,2014-12-01,2.8,0.0,2.8
155,444,2015-01-01,2.5,2015-01-01,2.8,-0.11999999999999993,2.8
156,445,2015-02-01,2.8,2015-02-01,2.5,0.10714285714285708,2.5
157,446,2015-03-01,3.0,2015-03-01,2.8,0.06666666666666672,2.8
158,447,2015-04-01,2.6,2015-04-01,3.0,-0.1538461538461538,3.0
159,448,2015-05-01,2.8,2015-05-01,2.6,0.07142857142857134,2.6
160,449,2015-06-01,2.7,2015-06-01,2.8,-0.0370370370370369,2.8
161,450,2015-07-01,2.8,2015-07-01,2.7,0.03571428571428559,2.7
162,451,2015-08-01,2.8,2015-08-01,2.8,0.0,2.8
163,452,2015-09-01,2.8,2015-09-01,2.8,0.0,2.8
164,453,2015-10-01,2.7,2015-10-01,2.8,-0.0370370370370369,2.8
165,454,2015-11-01,2.7,2015-11-01,2.7,0.0,2.7
166,455,2015-12-01,2.6,2015-12-01,2.7,-0.03846153846153849,2.7
167,456,2016-01-01,2.5,2016-01-01,2.6,-0.040000000000000036,2.6
168,457,2016-02-01,2.5,2016-02-01,2.5,0.0,2.5
169,458,2016-03-01,2.7,2016-03-01,2.5,0.07407407407407414,2.5
170,459,2016-04-01,2.8,2016-04-01,2.7,0.03571428571428559,2.7
171,460,2016-05-01,2.4,2016-05-01,2.8,-0.16666666666666663,2.8
172,461,2016-06-01,2.6,2016-06-01,2.4,0.07692307692307698,2.4
173,462,2016-07-01,2.7,2016-07-01,2.6,0.03703703703703707,2.6
174,463,2016-08-01,2.5,2016-08-01,2.7,-0.08000000000000007,2.7
175,464,2016-09-01,2.4,2016-09-01,2.5,-0.041666666666666706,2.5
176,465,2016-10-01,2.4,2016-10-01,2.4,0.0,2.4
177,466,2016-11-01,2.4,2016-11-01,2.4,0.0,2.4
178,467,2016-12-01,2.2,2016-12-01,2.4,-0.09090909090909079,2.4
179,468,2017-01-01,2.6,2017-01-01,2.2,0.1538461538461538,2.2
180,469,2017-02-01,2.7,2017-02-01,2.6,0.03703703703703707,2.6
181,470,2017-03-01,2.5,2017-03-01,2.7,-0.08000000000000007,2.7
182,471,2017-04-01,2.5,2017-04-01,2.5,0.0,2.5
183,472,2017-05-01,2.6,2017-05-01,2.5,0.03846153846153849,2.5
184,473,2017-06-01,2.6,2017-06-01,2.6,0.0,2.6
185,474,2017-07-01,2.6,2017-07-01,2.6,0.0,2.6
186,475,2017-08-01,2.6,2017-08-01,2.6,0.0,2.6
187,476,2017-09-01,2.7,2017-09-01,2.6,0.03703703703703707,2.6
188,477,2017-10-01,2.4,2017-10-01,2.7,-0.1250000000000001,2.7
189,478,2017-11-01,2.5,2017-11-01,2.4,0.040000000000000036,2.4
190,479,2017-12-01,2.7,2017-12-01,2.5,0.07407407407407414,2.5
191,480,2018-01-01,2.7,2018-01-01,2.7,0.0,2.7
192,481,2018-02-01,2.7,2018-02-01,2.7,0.0,2.7
193,482,2018-03-01,2.8,2018-03-01,2.7,0.03571428571428559,2.7
194,483,2018-04-01,2.7,2018-04-01,2.8,-0.0370370370370369,2.8
195,484,2018-05-01,2.8,2018-05-01,2.7,0.03571428571428559,2.7
196,485,2018-06-01,3.0,2018-06-01,2.8,0.06666666666666672,2.8
197,486,2018-07-01,2.9,2018-07-01,3.0,-0.03448275862068969,3.0
198,487,2018-08-01,3.0,2018-08-01,2.9,0.03333333333333336,2.9
199,488,2018-09-01,2.7,2018-09-01,3.0,-0.11111111111111104,3.0
200,489,2018-10-01,2.9,2018-10-01,2.7,0.06896551724137923,2.7
201,490,2018-11-01,2.8,2018-11-01,2.9,-0.03571428571428575,2.9
202,491,2018-12-01,2.7,2018-12-01,2.8,-0.0370370370370369,2.8
203,492,2019-01-01,2.7,2019-01-01,2.7,0.0,2.7
204,493,2019-02-01,2.6,2019-02-01,2.7,-0.03846153846153849,2.7
205,494,2019-03-01,2.5,2019-03-01,2.6,-0.040000000000000036,2.6
206,495,2019-04-01,2.5,2019-04-01,2.5,0.0,2.5
207,496,2019-05-01,2.9,2019-05-01,2.5,0.1379310344827586,2.5
208,497,2019-06-01,2.7,2019-06-01,2.9,-0.07407407407407397,2.9
209,498,2019-07-01,2.6,2019-07-01,2.7,-0.03846153846153849,2.7
210,499,2019-08-01,2.7,2019-08-01,2.6,0.03703703703703707,2.6
211,500,2019-09-01,2.8,2019-09-01,2.7,0.03571428571428559,2.7
212,501,2019-10-01,2.5,2019-10-01,2.8,-0.11999999999999993,2.8
213,502,2019-11-01,2.5,2019-11-01,2.5,0.0,2.5
214,503,2019-12-01,2.3,2019-12-01,2.5,-0.08695652173913052,2.5
215,504,2020-01-01,2.5,2020-01-01,2.3,0.08000000000000007,2.3
216,505,2020-02-01,2.4,2020-02-01,2.5,-0.041666666666666706,2.5
217,506,2020-03-01,2.2,2020-03-01,2.4,-0.09090909090909079,2.4
218,507,2020-04-01,2.1,2020-04-01,2.2,-0.04761904761904766,2.2
219,508,2020-05-01,3.2,2020-05-01,2.1,0.34375,2.1
220,509,2020-06-01,3.0,2020-06-01,3.2,-0.06666666666666672,3.2
221,510,2020-07-01,3.0,2020-07-01,3.0,0.0,3.0
222,511,2020-08-01,3.1,2020-08-01,3.0,0.03225806451612906,3.0
223,512,2020-09-01,2.6,2020-09-01,3.1,-0.1923076923076923,3.1
224,513,2020-10-01,2.6,2020-10-01,2.6,0.0,2.6
225,514,2020-11-01,2.8,2020-11-01,2.6,0.07142857142857134,2.6
226,515,2020-12-01,2.5,2020-12-01,2.8,-0.11999999999999993,2.8
227,516,2021-01-01,3.0,2021-01-01,2.5,0.16666666666666666,2.5
228,517,2021-02-01,3.3,2021-02-01,3.0,0.09090909090909086,3.0
229,518,2021-03-01,3.1,2021-03-01,3.3,-0.06451612903225798,3.3
230,519,2021-04-01,3.4,2021-04-01,3.1,0.08823529411764701,3.1
231,520,2021-05-01,4.6,2021-05-01,3.4,0.26086956521739124,3.4
232,521,2021-06-01,4.2,2021-06-01,4.6,-0.09523809523809511,4.6
233,522,2021-07-01,4.7,2021-07-01,4.2,0.10638297872340426,4.2
234,523,2021-08-01,4.6,2021-08-01,4.7,-0.021739130434782726,4.7
235,524,2021-09-01,4.6,2021-09-01,4.6,0.0,4.6
236,525,2021-10-01,4.8,2021-10-01,4.6,0.041666666666666706,4.6
237,526,2021-11-01,4.9,2021-11-01,4.8,0.02040816326530623,4.8
238,527,2021-12-01,4.8,2021-12-01,4.9,-0.020833333333333447,4.9
239,528,2022-01-01,4.9,2022-01-01,4.8,0.02040816326530623,4.8
240,529,2022-02-01,4.9,2022-02-01,4.9,0.0,4.9
241,530,2022-03-01,5.4,2022-03-01,4.9,0.09259259259259259,4.9
242,531,2022-04-01,5.4,2022-04-01,5.4,0.0,5.4
243,532,2022-05-01,5.3,2022-05-01,5.4,-0.018867924528301987,5.4
244,533,2022-06-01,5.3,2022-06-01,5.3,0.0,5.3
245,534,2022-07-01,5.2,2022-07-01,5.3,-0.019230769230769162,5.3
246,535,2022-08-01,4.8,2022-08-01,5.2,-0.08333333333333341,5.2
247,536,2022-09-01,4.7,2022-09-01,4.8,-0.021276595744680774,4.8
248,537,2022-10-01,5.0,2022-10-01,4.7,0.05999999999999996,4.7
249,538,2022-11-01,4.9,2022-11-01,5.0,-0.020408163265306048,5.0
250,539,2022-12-01,4.4,2022-12-01,4.9,-0.11363636363636363,4.9
251,540,2023-01-01,3.9,2023-01-01,4.4,-0.12820512820512833,4.4
252,541,2023-02-01,4.1,2023-02-01,3.9,0.04878048780487799,3.9
